job_title,company,location,job_type,salary,posted_date,description_summary,key_skills,contact_emails,email_apply_required,application_channel,apply_url,source_url,scraped_at,status,applied,flagged
Digital Marketing Associate,Clarica Group Inc.,"1111 Flint Road, North York, ON",N/A,N/A,N/A,"Clarica Group inc is online and retail store that distribute high-Tech products across Canada and USA  The Digital Marketing Associate will plan and execute all online sales channel campaigns to drive incremental sales in-store and online. .  The associate will assist with developing the overall campaign strategy in email, home page, mobile and website banners as well as any other digital mediums in all eCommerce platforms, , Digital Promotions and be supported by a Director, Digital Marketing.  Duties & Responsibilities  Conduct planning, coordinating and executing omni-channel campaigns designed to drive traffic and sales both online and in-store Conduct marketing strategy to support campaigns through all digital mediums (email, paid, social, SEO) Create landing pages and/or listing page","Conduct marketing strategy to support campaigns through all digital mediums (email, paid, social, SEO) | Create landing pages and/or listing pages to provide optimal user experience | Partner with Vendors, Central Marketing to support Vendor programs for all digital channels | Conduct studies on Google Analytics and other internal analytic tools | Manages the user experience for all web and email promotions on both desktop and mobile | Provides feedback to the design agency regarding web and email creative | Provides quality assurance on all briefs, creative and live executions including analytics tracking | Create listing in Shopify Platform",N/A,no,platform,https://ca.indeed.com/viewjob?jk=833a5a0c036b6b57&tk=1jnudl0ubph97804&from=jobi2a&advn=2987318345958424&adid=321264290&ad=-6NYlbfkN0DPoIaf_oefTofVIW26hEJdo9a2icNwKJ1l04sIFdCM7sU8gng10UyFzcKBg0T6OLosKTHe01RSw0GzmhWWivupO4m3AbVaDdIX9JDPJ6egOBHdeXp9Mkm-rSwRIS7YgkmpYIptMRjcW8HlqJ0Lq6OyET7BYGwI8jrEz8JswTmK-J4RRYiS3gnkP9hh9CocXaLKzykJ8eFIs8HwWDz2Dq4y4xgp1K2HYEhBHLsFiTf7j7LRZb1HPZME2p83GSweK0JG8OlyXnALHavya6G-b40mVQDqVB1l1ngZp15Rflxj_PHpcbdt4FhZL21BhKiqHkI6YPxjqa8mmq2-9XdC0gzJK8tP-HQ7F4JrBSDkGunUIj_yXg8-RjDL4-BEQ58SWNlJ0ICPPGBw3VW8BoeZe-LvKEMINg2DDNsvMsKEJNzMBhIYM5VpOV-BefTv-K1ZKPBrtLFb6hUtYWRi4PF6Q3TEPY5Zh7ChOZocjRc5hUMQs7zDuOlj2PGULSwAaXzSFdt0EntnD6JFOXITwOBWqZ7I_LZW1ThyWRsv6_9Zi8woxay1CntlpIT23V_wYFv3QKxewYwsbI0-VNqMPvMazOJMSJuf-TRrTNkDP_eeRfauYA%3D%3D&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=dUNjXzWXzoD-54szxlGA4A%3D%3D&jrtk=5-cmh1-1-1jnudkvtvj7db800-833a5a0c036b6b57&xkcb=SoAv6_M3k-Tb_4VfUp0obzkdCdPP&xpse=SoA06_I3jBYE1mSNkh0NbzkdCdPP&xfps=15739a6e-dc01-4e74-8043-f70b31ae8756,https://ca.indeed.com/viewjob?jk=833a5a0c036b6b57,2026-05-07,saved,,
Digital Marketing Coordinator,Fairtide Ventures,Unknown Location,N/A,N/A,N/A,"JOB OVERVIEW  As part of the Canada Summer Jobs program, we are looking for enthusiastic new graduates or co-op students to join our marketing team for an 8-week term as an Entry-Level Digital Marketing Coordinator and Administrative Assistant for Fairtide Ventures, an affiliated company of Fladgate Exploration.  This role is perfect for those embarking on their professional journey with a passion for design and digital marketing. You will have the opportunity to create engaging content for social media, design promotional material for a variety of companies, and assist our Admin Team in the overall smooth functioning of a busy office environment.  KEY RESPONSIBILITIES  Social Media Design: Develop visually appealing and brand-aligned graphics for platforms like X, Instagram, LinkedIn, and",Website Review: Review our website based on current direction from the marketing team. | On-site parking,N/A,no,platform,https://ca.indeed.com/viewjob?jk=7b1b72cf45b0dda6&tk=1jnudl0ubph97804&from=jobi2a&advn=4911469035312516&adid=461321210&ad=-6NYlbfkN0CjucMHJYbFohE-BVZkF3BPchNOCdRyqIDKUD_Q9Hl6uIVWpRzyHL40-6BQrHpGGDYUtTH_GLnw80ZXcN1Ab1iUyCYUbYegulE1pYNCHf3KpMmiP6TmhAzGRO-SJUoXUCY0rdUcqZ1AD4J3aWbuLeF_1RYtjAScOlatNwcPiqNIMf6YoEZD2hlDQ3msh8JKK_ZfXLKr1RKiAa_PAgumwJ46GNRp3AcmPvRXvCZN6TnhM8WR0YEfoQZabASXktqxPC55XIuodS91EKXRVP8PZVBm0LNci82dJwpWOzUAdutd51MB5Vh1-fxhNOv50Y2PYdyFWsn1s_7Zy9Ob9xsnTjqRQ5DHCG8Z2Qyz3LYWFBiP4uBVp4CCLPI7Ja46ucsTcOxuJaABn4KcWGUTmJpu6lTVNljwLoc0qUMr8p9SEPXggsqvx_uC_y_NU_TupmJF2Wl18RG0hHVw7R3lmyTnS_NwhHRvYLdP5cFweQlyiKT-Jobfo2AyT76zVNr3e99z-ITruHOLqgwMhehAGLXOTYXb0tM_crnIsRkVQI-YzjJiFq8Vh9YLTX-5kVHYzQE5DQ4xzbB-FCH4iMfOzvVkiM-vNpxztrAjLOKpFpuNvukvxM_gFSRmk4K-&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=C3EPSzFlQw9_6THubVzZNA%3D%3D&jrtk=5-cmh1-1-1jnudkvtvj7db800-7b1b72cf45b0dda6&xkcb=SoBH6_M3k-Tb_51fUp0ZbzkdCdPP&xpse=SoD26_I3jBYEkoWTTJ0NbzkdCdPP&xfps=23cf00e4-07f5-47e8-91fb-2bcad634c14c,https://ca.indeed.com/viewjob?jk=7b1b72cf45b0dda6,2026-05-07,saved,,
IT Consultant,Robert Half,Unknown Location,N/A,N/A,N/A,"This is an active contract opportunity. We are seeking a skilled, hands-on Infrastructure Consultant to join our client’s team in Muskoka. This is an onsite role to start, with the opportunity to transition into a hybrid work model after the initial ramp-up period. This contract position offers potential for extension or conversion to a permanent full-time role based on performance and business needs.  Key Responsibilities Design, implement, and maintain IT infrastructure systems, including servers, networks, and storage solutions Monitor system performance, availability, and security; proactively identify and resolve issues Support infrastructure upgrades, migrations, and optimization initiatives Manage and maintain cloud and/or on-premise environments (e.g., Azure, AWS, VMware) Collabora",,N/A,no,platform,https://ca.indeed.com/viewjob?jk=280917c4e2fd3b1b&tk=1jnudl0ubph97804&from=jobi2a&advn=8562485526198105&adid=458143279&ad=-6NYlbfkN0CkZrmoNIfNnv5K6heJNTgcHXgr0H7cYcF0-Q8gfPuoOXCpzVWnuceNVyWd-DEfC3d_dJsPJ11CEM1aKeqskGD0hydmz9PofE1lOtKyCpCzqaEKSttDfMsdx2K6oir9Stpea5uQLIKt9BpjphVyLiUEsKKuxp44MiHVqNZZ2zLdmA6KGyIb8wvNnCG-AOwQV5dGXsBIHfU6qKyHPTOf5n0ocef2-ey4BXFXYL9pNT2AgUsNnkDgIEOlJu5GHuOkLCM92WN_CqgUzeW4415PyFGhIFIQ18JE7rLtvzZohrKJtOTQKFkRMwfP0Gd8g5NVtWMWiDLJ0atTrywhkJo6rxlL9xSTKhMcy4fBthnmSBMQFdXBl4-8pQ6bQYezplaO3lAw8YEtbQB1JzU2a3P6lmxl_NWr09BNacoqVbKoTj6Wk-bocZ8uKW_Ccy1TjDpKGiJddeIMDuco0LDA2UGmebjyBqeUtfJrw1g4KDBLQamFACRt8ZndNGJL56rURgyZBijMfZiEapwi2YGBAxZnfIUe0mObnkF-UpnM-3XE-Tsj5vGTGATi9heZaQKYBzRDzwPpVQrBaS7UGuQEfnd35C1YN3R8Nlo6QKovc1sNV5gdLw%3D%3D&sjdu=IyHYSXDh_4AN8NCrh509p-JlInlDcT1eKxVH2aGN3gS64RTnLUELtq-8yQV9KSLR0bzFCmYtGbno1PX9vEWit1Cn0SlGzP5H8tv0ADDOJHjxQmuZmLUMkn7CdnfEdiEmKKSOSBOwU5IkqrO8WhYnAg&acatk=1jo182sf5gb1o802&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=UoKtGZLa3XKjKEuCrcIBuw%3D%3D&jrtk=5-cmh1-1-1jnudkvtvj7db800-280917c4e2fd3b1b&xkcb=SoCR6_M3k-Tb_41fUp0AbzkdCdPP&xpse=SoBb6_I3jBYEVHyDpp0PbzkdCdPP&xfps=3caeb9bb-7ad2-4fdd-9ed7-e98e99aaa840,https://ca.indeed.com/viewjob?jk=280917c4e2fd3b1b,2026-05-07,saved,,
Digital Marketing,People Work Smart,Unknown Location,N/A,N/A,N/A,"Part of Our Growth Journey! Smarter, Stronger, and More Fun Than Ever  We’re entering our next stage of growth—strengthening our digital presence, improving marketing performance, and building a team that values ownership, creativity, and continuous improvement. As part of our expansion, we’re hiring a detail-oriented and proactive Digital Marketing Specialist to join our team.  What You’ll Be Doing  As our Digital Marketing Specialist, you will play a key role in managing, optimizing, and growing our online presence across website content, SEO, and digital performance.  1. Website Management & Maintenance  Manage and update pages within WordPress Ensure all pages are correctly formatted, up to date, and visually consistent Identify and fix website issues (broken links, layout problems, mi","Manage and update pages within WordPress | Ensure all pages are correctly formatted, up to date, and visually consistent | Identify and fix website issues (broken links, layout problems, missing content) | Perform routine website checks to ensure full functionality and performance | Upload and format blog articles and website content | Create new pages including landing pages, campaign pages, and event pages | Update product and service pages with accurate, optimized content | Structure content for readability (headings, spacing, images, links, and flow)",N/A,no,platform,https://ca.indeed.com/viewjob?jk=0afd1f9c7720bf82&tk=1jnudl0ubph97804&from=jobi2a&advn=8467297348620623&adid=461302341&ad=-6NYlbfkN0AKJf5Nd7xe8sx_lYsKU1xI4Hm0I4lE8o-cDcEJOXlTmOFxD_MGl0scpXe-8N1vQhS2yiWj0152nEjdiYUJbTfOohXrDMCtaUNyqbYczu4Je6BdYp7MeWMREP76dRtbR_skgTWQkTJBba_OtozeiE_7jbn6jXeIGWz0bM0_4DQ6pIn-SPJTa52X3p4YcLjvmuIywSnIDIKmAu_l8sDXFhAiz0Pb_fPtRw3ajM5i3NtP9_E6CEXU5FW8qBvgMq-31ipD__LgRRvewMLKNa8WtKxuzy4jBQcoCqhHhlHSQBBriEmRBQPqqJEoO82yvuhRde6vvAnz8zvGL6nAiou9Swa-GIWmx0NwqUl4w61gxXH2vUJdUp7m0kgeBv4WPfeECn9Xyfig7suXRwJDyq1HAYRDF0KjReW62_-j3kxgIveg7FLPSuNLxnu1OvKJVrGfomc47XHi0M8fVn7XoBlSXLj4svuxIVJbmptqaH3lIFEairQkXEOAPVmpylPAsnLybg6XA4J2ZSzV83RAPhzgp339OCJS1ovH9ffxmccsox0C9bwxjxnK3N4wpu7EUI5-gYucc5l9Q982ai1cnWG3TLx3R2TdbvGh7s0opJQcyvemdQ%3D%3D&sjdu=bCmq82MH4U5y5QOxxHrlKAvfpmXaE13Eziyb5-nDwUGXNJ4INTgbgxhcvsKTkazar4st4vHKMVlX_MO1k18ypTJezqN7RA5brVqwi020-sHedOr5YQixDcw155nQDC8a&acatk=1jo182ua2l50m804&pub=21d85ca573e478f5e659e48885c828920cace3277f6b99df&i2af=jobi2a_multijob-en-CA_email&camk=C3EPSzFlQw_Mi8rP0PT1RA%3D%3D&jrtk=5-cmh1-1-1jnudkvtvj7db800-0afd1f9c7720bf82&xkcb=SoAz6_M3k-Tb_51fUp0VbzkdCdPP&xpse=SoB16_I3jBYEEUXfsZ0NbzkdCdPP&xfps=afcc7eb0-a7b3-4be7-a038-a3531a167ffe,https://ca.indeed.com/viewjob?jk=0afd1f9c7720bf82,2026-05-07,saved,,
Software Frontend UI Engineer,Fitch Ratings,Unknown Location,N/A,N/A,"Date Posted: May 4, 2026","Requisition ID: 49454 Business Unit: Fitch Ratings Category: Information Technology Location: Toronto, ON, CA Date Posted: May 4, 2026  Software Frontend UI Engineer (Toronto) - Ratings Technology     Fitch Ratings is seeking a Software Engineer to join our global Ratings Technology team in Toronto. You'll build and maintain mission-critical full-stack applications that power how a world-leading credit ratings agency delivers insights to analysts, executives, and decision-makers who shape global financial markets.  You'll work on Ratings workflow and analytical applications using modern technologies across the full stack—from backend services in Java and Python to frontend applications in React. This role offers the opportunity to work with cutting-edge cloud technologies, contribute to te","Impactful work – Build applications used by analysts worldwide with direct visibility to your contributions | Modern technology stack – Work with Java, Python, React, AWS, Kubernetes, and emerging AI technologies | Continuous learning – Training, certifications, conferences, and clear paths to senior/principal/architect tracks | Innovation culture – Experiment with new technologies, contribute ideas, and help shape technical decisions | Frontend Development – | Lead and develop high quality web applications using React libraries | Knowledge of Micro front ends architecture | Implement state management solutions ( eg, Redux, Context API) to handle data flow within the application",N/A,no,platform,https://ca.indeed.com/viewjob?jk=f5bb90b8b31d958d&q=web+designer&l=North+York%2C+ON&tk=1jnv7s187gcbu801&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoBs67I3jBYKQHWTWp0LbzkdCdPP&xfps=42e5f61c-e1d7-4f98-85e2-e9dbb40cceb6&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnv7s187gcbu801&xkcb=SoDH67M3k_H_e1WHlZ0DbzkdCdPP,https://ca.indeed.com/viewjob?jk=f5bb90b8b31d958d,2026-05-07,saved,,
SOFTWARE DEVELOPER,Softline Technology,Unknown Location,N/A,N/A,N/A,"Description  Responsibilities  Required to translate technical systems specifications into working, tested applications.  This includes:  developing detailed programming specifications writing and/or generating code o compiling data-driven programs, maintaining, and conducting unit tests. Resolves and troubleshoots technical problems which arise during the use and operation of software packages, including technical assistance in implementation, conversion and migrations.  General Skills  Experience in programming and analysis; specialized software package support at the specified experience level Ability to collaborate with IT Professionals throughout the Software Development Life Cycle Experience in structured methodologies for the development, design, implementation and maintenance of ap","Required to translate technical systems specifications into working, tested applications. | developing detailed programming specifications | writing and/or generating code o compiling data-driven programs, maintaining, and conducting unit tests. | Experience in programming and analysis; specialized software package support at the specified experience level | Ability to collaborate with IT Professionals throughout the Software Development Life Cycle | Experience in structured methodologies for the development, design, implementation and maintenance of applications | Experience in design, code, test, debug and document applications | Experience in the use of object and/or third generation language development tools",N/A,no,platform,https://ca.indeed.com/viewjob?jk=b398128f5d9daee5&q=web+designer&l=North+York%2C+ON&tk=1jnv7s187gcbu801&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoBz67I3jBYJ71xbiJ0LbzkdCdPP&xfps=ab628a20-a974-4df8-b16c-e48ba4ea7c0c&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnv7s187gcbu801&xkcb=SoD967M3k_H_e1WHlZ0FbzkdCdPP,https://ca.indeed.com/viewjob?jk=b398128f5d9daee5,2026-05-07,saved,,
IS Support Technician (Web Development and Content),London Transit Commission,"450 Highbury Avenue North, London, ON N5W 5L2",N/A,N/A,N/A,"IS Support Technician (Web Development and Content)  About the Role  London Transit Commission is looking for a tech-savvy and detail-oriented IS Support Technician to join our Information Services team. In this role, you will be the primary owner of our organization's web presence, keeping our website current, accessible, and aligned with our brand while collaborating with departments across the organization. Duties are performed in compliance with LTC Policies and Procedures and applicable legislation, including OHSA and AODA.  What You Will Be Doing  Maintaining, updating, and developing our website using WordPress, including custom HTML coding where needed Managing and publishing web content in collaboration with internal departments, ensuring accuracy, accessibility, and compliance wi","Maintaining, updating, and developing our website using WordPress, including custom HTML coding where needed | A two-year post-secondary diploma in computer programming, software administration, or equivalent | Minimum two years of related experience, with WordPress website development being required | Hands-on experience with direct HTML coding (required) | Familiarity with MS Active Directory and MS Office | Experience with MS SQL Server, MS Access, Power BI, VMware, or Veeam is considered an asset | Strong communication skills and the ability to manage multiple priorities under deadlines | Company pension",recruit@londontransit.ca,yes,email,https://ca.indeed.com/viewjob?jk=eaa01d43d2276323&q=web+developer&l=London%2C+ON&tk=1jnv6mh97g2hd800&from=ja&advn=6366172562574453&adid=461487559&ad=-6NYlbfkN0Bki1KBuUcgTgl3pz8VlAhOCZzv8qYDmn8PrYNrVpSSGXdlJ7xsxc3E5hCs1g_45aRG13YUifKNKR9oarfY9Y6BoF8D4GBgUOuW39TLIwLj6J698u_On6fkSymM-42WcCfknb2GVLJPqy0OTFzUL3JXNsa2TWM3S13FsFSfRpVbYyypKPHn86-OPrPEVqtvSGA2qZwQOMTVg0X8-jp3pfpBaBWm8ZQxKWHNW1K5Zz12HpSWl3LN9hmS53-ZrP3O-7TM_OhiBmKQi8oRNa-jJyKx81fJ2QeHygCewUG8d9dsoGbjc5GD6I_cfg171pz1wftqSSO1hB3f2hludE4BiKPrTBMDSUzq8WENLDw8jyrCzTAt-lm4UcWR_NNSRIzPuPIBinFPUgxU3g9A0JOFmtzc87egMfDPQT02hGP1-10adYsavz7dQIaaaDaYLu641XJT39Naf72f8_arDln34hCHxjfQJSBFRxdBxjZU119Si-_0zhPqK8zrdVuJukq2koSiDPDqQwtmOT09fRbzL_AB92s_1Q_aPU1zGo58ff34IDTLz2-4zLrq&alid=682c90ceb16eff0ede6cf8c6&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw_bFK0cabL2wQ%3D%3D&xkcb=SoDK6_M3k_FVm-7nJp0FbzkdCdPP&xpse=SoCp6_I3jBYIf6QH8p0PbzkdCdPP&xfps=80d6d321-f139-49b9-a283-8ee43b8ebec6&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=eaa01d43d2276323,2026-05-07,saved,,
"Website Developer, Content Creation, Social Media Management, and Graphic Designer",ATS HEALTH AND BEAUTY CARE CORP,"191 Rowntree Dairy Rd, Woodbridge, ON L4L 8B8",N/A,N/A,N/A,"Job Summary We are seeking a dynamic and creative Web specialist and Social Media Manager to lead our digital marketing efforts across various platforms. The ideal candidate will develop and execute engaging social media strategies to enhance brand awareness, drive traffic, and increase customer engagement. This role requires a strong understanding of e-commerce, SEO, and digital marketing trends, along with proficiency in graphic design and analytics tools. The Social Media Manager will play a pivotal role in shaping our online presence and supporting overall business growth through innovative content creation and targeted advertising campaigns.  Responsibilities  Develop, implement, and manage comprehensive social media strategies aligned with company goals Design,build and maitain a pro","Develop, implement, and manage comprehensive social media strategies aligned with company goals | Optimize on page SEO best practices including metadata,keyword strategy and site structure. | Create compelling content tailored for platforms such as Facebook, Instagram, Twitter, LinkedIn, and others | Design eye-catching graphics and visual content using Adobe Photoshop, Adobe Illustrator, and Adobe Creative Suite | Manage social media scheduling tools like Hootsuite and Buffer to ensure consistent posting schedules | Monitor social media channels for customer engagement, respond to comments, messages, and inquiries promptly | Conduct keyword research to optimize content for SEO and improve organic reach | Execute paid advertising campaigns on Facebook Advertising and other platforms to boost visibility and conversions",N/A,no,platform,https://ca.indeed.com/viewjob?jk=4708281deb1adcc6&q=web+designer&l=North+York%2C+ON&tk=1jnv7s187gcbu801&from=ja&advn=7572796451579697&adid=461082274&ad=-6NYlbfkN0C3efOFlnn_xg4anbWNMhhS_J-5UCCbtkCOspirCAbbT4AR5s8p4K8ysix4bGyNEr_8nd47ZJfWE7y_jFlqbcIcJavIIYuC-OyzAY7cLk-HR8ZoUX1zJbQ3ErFvOd0Wbu5SchZ6lIHNHwMshWe2ou5GDMd_ydTMVFr7SbrSIvgIdFLG93SQqP-Z8BuT7ETAY05m9JQ8Zivn8QmYhg-OaGUOj2MO-egrTBlu6MHJUwtSnNx4TwjN0HkTuo1nZIoUT__CsIrzQu2SNluP-WlTe1b_7PGIIKtLuGRcWsqIWgTten74SUdZPzpUrUTBGSr-LtrTxVt-LJx_UiVKGB7_uVcmVi-DzPBEOElXLg14Cr4bgtOJSlhGXEIpqVjN21QiCpPu1bTlblTqSjuvxF5Ii1X4CPQQMWtliO3Ko9yJkAzoG1FZXE7jbEg15JjImD1GyL0h7VOOI9aU9HWswUYoYHNAL9ZQ8Ja2BvYt56PpB_ypfa2iua-D3G6hWg8myPW5jDjBFd2tJ1FvEcjUJOy5OETPKQMjdXxcgERwTz2LFfbIfej2c2ZbIFYJwbumtAjEm2s%3D&alid=682c8e73b121ee5d01cdb8b4&pub=4a1b367933fd867b19b072952f68dceb&camk=C3EPSzFlQw8W8pEpykgKNg%3D%3D&xkcb=SoB16_M3k_H_REgz9b0JbzkdCdPP&xpse=SoB86_I3jBYMBixM4h0PbzkdCdPP&xfps=3126bc45-94c2-4802-b59b-1543b36a7233&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=4708281deb1adcc6,2026-05-07,saved,,
Search Engine Optimization Specialist,Pureviva Physiotherapy,"699 The Queensway, Etobicoke, ON M8Y 1L2",N/A,N/A,N/A,"Job Title  SEO Specialist (Search Engine Optimization Specialist)  Job Summary  We are seeking a detail-oriented and results-driven SEO Specialist to support digital marketing initiatives and improve online visibility. The successful candidate will analyze market trends, develop and implement SEO strategies, and optimize digital content to increase organic traffic and search engine rankings.  This role involves a combination of strategic planning, technical implementation, content optimization, and performance analysis to support business growth.  Key Responsibilities  SEO Strategy & Planning  Develop and implement SEO strategies to improve organic search rankings and website visibility Analyze business needs, target audience, and market trends to identify marketing opportunities  Keyword","Develop and implement SEO strategies to improve organic search rankings and website visibility | Analyze business needs, target audience, and market trends to identify marketing opportunities | Conduct keyword research to identify high-value search terms | Perform competitor analysis to identify opportunities and improve performance | Optimize website content, meta tags, headings, and internal linking structures | Ensure content aligns with SEO best practices and user intent | Identify and resolve technical SEO issues such as crawl errors, indexing issues, redirects, and site performance | Conduct website audits and maintain site health (sitemaps, canonicals, etc.)",N/A,no,platform,https://ca.indeed.com/viewjob?jk=dd8ecde9dd8c6983&q=web+designer&l=North+York%2C+ON&tk=1jnv7s187gcbu801&from=ja&alid=682c8e73b121ee5d01cdb8b4&g1tAS=true&xpse=SoCh67I3jBYLo-gH470LbzkdCdPP&xfps=59251bcb-87ed-4d54-b392-9e7c87f030d3&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails&rgtk=1jnv7s187gcbu801&xkcb=SoDG67M3k_H_RK2HlZ0NbzkdCdPP,https://ca.indeed.com/viewjob?jk=dd8ecde9dd8c6983,2026-05-07,saved,,
"Intern, Full Stack Software Engineer - Team Integrated Storefront - Fall 2026",Capital One - CA,Unknown Location,N/A,N/A,N/A,"161 Bay Street (93021), Canada, Toronto,Toronto, Ontario,Intern, Full Stack Software Engineer - Team Integrated Storefront - Fall 2026 About Capital One Canada  For 30 years, we’ve been on a mission to change banking for good and build relationships by making credit accessible, simple, intuitive and rewarding. We want to help Canadians succeed with credit, because we believe in people — in our customers, in our associates and in talent like you!  About the Team  Capital One’s Integrated Storefront Experience consists of our customer facing pre-approval and application services. You'll work on delivering initiatives that ladder up to Integrated Storefront Experience (ISE) OKRs. The team is currently on a journey to create a streamlined and cohesive end to end customer shopping experience th","Work as part of a dynamic team throughout the software development life cycle | Develop new features, enhance existing features, and implement bug fixes in existing code | Collaborate with designers and analysts to implement enhancements or new applications | Self-document development processes, conduct peer reviews, and give actionable feedback | Conduct design and code reviews to ensure high-level quality output | Ensure adherence to continuous improvement practices as required to meet quality, and time to market imperatives | Maintain records to document program development, and revisions | Learn and build AWS cloud infrastructure on the job",arcanada@capitalone.com | careers@capitalone.com,yes,email,https://ca.indeed.com/viewjob?jk=ae02c7435d06fbf8&q=web+designer&l=North+York%2C+ON&tk=1jnv7s187gcbu801&from=ja&advn=4418968771450209&adid=445572198&ad=-6NYlbfkN0C3j_zLGvpMLCdiZ0WC46XqVTA1VMZzOzKXPhAXwYlrNaTwYiAeX-29ULeQJ2nwbR6WXL7PXRFhChmwcnNh84U2Yg9ccBR0dfH_ciVcAgrldOwXPcs48FXJ1N0M4-SOJ449er91AHy5Vq73wxlOW38dkGOxhZ-O6_Xw77w0kMPbuUJCDt9NfI7pGh4xOeAcTLV8QuzW-tdcnQISsREbPyue4jWVCYtGiYFVVcYpDh-vJS6yJqMqwbPsu4eE3WypvyHXvriakbb5Yj_f5QU-EvQ9lTOFytTdWF1q8k48G1dirE0-JGYUC1NV-05Z3FkG27KDxi7K7MdmUQENc5RDceZibQoTVA7fzO0O4N9ikpR3rcZkkdkHdsS3JmgdAd3eFOPxYqTliMTToOqHDC6byBln9XUNo8MjIAJYep3RIC9HFfR5rPwlmvmCeJ8G9348ruc_ei7qoVn9mIA8ASxt6cElc5Q5acMjfY5CAZapsJ1HMAH3vQmKNox2gZDvOTt2ZzS6A7OC-dV8tGQIR4MHlSkvhIyhYIKeC5fkBKMMsmLU3uAz3U_ZfUsH&sjdu=QWF4TUFyrHvH7u082A4fa-g_CKv0cwuhBPnbZP3bqs8&acatk=1jo1818dji8q8802&alid=682c8e73b121ee5d01cdb8b4&pub=4a1b367933fd867b19b072952f68dceb&camk=ethIe0s0hedjdmXwtSmj4Q%3D%3D&xkcb=SoBA6_M3k_H_RHgz9b0LbzkdCdPP&xpse=SoDq6_I3jBYK1swEHp0PbzkdCdPP&xfps=9138099f-3535-4e70-87d7-90aebdc632a7&utm_campaign=job_alerts&utm_medium=email&utm_source=jobseeker_emails,https://ca.indeed.com/viewjob?jk=ae02c7435d06fbf8,2026-05-07,saved,,
